id,label
0,0
1,0
2,0
3,0
4,invalid
5,0
6,invalid
7,0
8,invalid
9,invalid
10,0
11,invalid
12,invalid
13,0
14,0
15,0
16,0
17,0
18,invalid
19,invalid
20,0
21,0
22,invalid
23,invalid
24,invalid
25,invalid
26,invalid
27,invalid
28,5
29,9
30,invalid
31,9
32,9
33,invalid
34,9
35,9
36,4
37,invalid
38,4
39,invalid
40,invalid
41,9
42,4
43,3
44,4
45,9
46,9
47,invalid
48,2
49,7
50,7
51,9
52,9
53,9
54,9
55,2
56,9
57,invalid
58,4
59,invalid
60,invalid
61,7
62,invalid
63,invalid
64,4
65,invalid
66,invalid
67,invalid
68,4
69,invalid
70,invalid
71,invalid
72,9
73,9
74,9
75,9
76,invalid
77,invalid
78,invalid
79,invalid
80,invalid
81,4
82,invalid
83,9
84,9
85,9
86,9
87,invalid
88,7
89,7
90,9
91,9
92,9
93,9
94,9
95,9
96,invalid
97,invalid
98,9
99,9
100,9
101,9
102,invalid
103,invalid
104,4
105,invalid
106,invalid
107,invalid
108,invalid
109,invalid
110,invalid
111,invalid
112,4
113,invalid
114,invalid
115,invalid
116,invalid
117,invalid
118,9
119,invalid
120,9
121,4
122,invalid
123,invalid
124,invalid
125,7
126,4
127,7
128,invalid
129,9
130,4
131,invalid
132,invalid
133,invalid
134,invalid
135,9
136,invalid
137,9
138,invalid
139,invalid
140,invalid
141,9
142,invalid
143,invalid
144,9
145,9
146,invalid
147,invalid
148,invalid
149,invalid
150,invalid
151,invalid
152,invalid
153,invalid
154,invalid
155,9
156,invalid
157,invalid
158,invalid
159,invalid
160,invalid
161,invalid
162,invalid
163,9
164,invalid
165,4
166,invalid
167,4
168,invalid
169,9
170,9
171,invalid
172,9
173,9
174,9
175,invalid
176,4
177,invalid
178,9
179,invalid
180,invalid
181,invalid
182,invalid
183,invalid
184,9
185,invalid
186,9
187,4
188,invalid
189,invalid
190,4
191,invalid
192,4
193,4
194,4
195,invalid
196,invalid
197,9
198,7
199,invalid
200,7
201,9
202,7
203,9
204,5
205,2
206,invalid
207,invalid
208,9
209,3
210,9
211,9
212,2
213,9
214,invalid
215,9
216,9
217,9
218,9
219,9
220,4
221,9
222,invalid
223,invalid
224,9
225,invalid
226,3
227,invalid
228,invalid
229,9
230,7
231,invalid
232,3
233,5
234,5
235,5
236,invalid
237,invalid
238,invalid
239,4
240,invalid
241,4
242,invalid
243,invalid
244,invalid
245,4
246,invalid
247,invalid
248,invalid
249,invalid
250,invalid
251,invalid
252,invalid
253,invalid
254,invalid
255,4
256,invalid
257,invalid
258,invalid
259,invalid
260,invalid
261,invalid
262,4
263,invalid
264,invalid
265,invalid
266,invalid
267,9
268,invalid
269,invalid
270,7
271,5
272,5
273,5
274,5
275,5
276,5
277,invalid
278,4
279,invalid
280,invalid
281,invalid
282,invalid
283,invalid
284,invalid
285,invalid
286,invalid
287,5
288,3
289,5
290,5
291,3
292,9
293,2
294,2
295,9
296,9
297,9
298,3
299,9
300,9
301,9
302,9
303,9
304,3
305,invalid
306,9
307,3
308,3
309,9
310,5
311,5
312,5
313,5
314,5
315,5
316,3
317,5
318,5
319,9
320,9
321,5
322,5
323,5
324,5
325,5
326,5
327,5
328,5
329,5
330,5
331,5
332,5
333,5
334,5
335,5
336,5
337,9
338,9
339,4
340,5
341,3
342,3
343,5
344,9
345,3
346,3
347,5
348,5
349,3
350,5
351,5
352,5
353,invalid
354,invalid
355,invalid
356,invalid
357,invalid
358,invalid
359,4
360,5
361,5
362,5
363,5
364,5
365,5
366,5
367,5
368,5
369,5
370,5
371,5
372,9
373,5
374,invalid
375,5
376,5
377,7
378,5
379,9
380,5
381,invalid
382,9
383,invalid
384,9
385,9
386,invalid
387,9
388,invalid
389,4
390,invalid
391,invalid
392,5
393,9
394,invalid
395,7
396,invalid
397,invalid
398,5
399,9
400,9
401,9
402,9
403,9
404,9
405,invalid
406,invalid
407,invalid
408,9
409,4
410,invalid
411,invalid
412,9
413,5
414,9
415,invalid
416,9
417,9
418,4
419,invalid
420,5
421,9
422,5
423,9
424,invalid
425,invalid
426,invalid
427,3
428,5
429,invalid
430,7
431,5
432,5
433,4
434,4
435,invalid
436,invalid
437,invalid
438,invalid
439,invalid
440,invalid
