id,label
1,商业服务业设施用地
2,居住用地
3,居住用地
4,交通设施用地
5,商业服务业设施用地
6,居住用地
7,商业服务业设施用地
8,商业服务业设施用地
9,商业服务业设施用地
10,公园绿地
11,居住用地
12,居住用地
13,居住用地
14,居住用地
15,居住用地
16,防护绿地
17,居住用地
18,居住用地
19,居住用地
20,水域
21,居住用地
22,居住用地
23,居住用地
24,商业服务业设施用地
25,居住用地
26,居住用地
27,居住用地
28,商业服务业设施用地
29,居住用地
30,居住用地
31,居住用地
32,农林用地
33,居住用地
34,居住用地
35,居住用地
36,居住用地
37,居住用地
38,居住用地
39,居住用地
40,居住用地
41,商业服务业设施用地
42,居住用地
43,居住用地
44,居住用地
45,居住用地
46,居住用地
47,居住用地
48,居住用地
49,居住用地
50,居住用地
51,教育科研用地
52,居住用地
53,居住用地
54,居住用地
55,居住用地
56,居住用地
57,居住用地
58,交通设施用地
59,居住用地
60,居住用地
61,居住用地
62,居住用地
63,居住用地
64,居住用地
65,居住用地
66,教育科研用地
67,水域
68,居住用地
69,居住用地
70,商业服务业设施用地
71,商业服务业设施用地
72,居住用地
73,文化设施用地
74,居住用地
75,商业服务业设施用地
76,工业用地
77,居住用地
78,教育科研用地
79,居住用地
80,居住用地
81,居住用地
82,居住用地
83,居住用地
84,商业服务业设施用地
85,居住用地
86,居住用地
87,居住用地
88,居住用地
89,居住用地
90,商业服务业设施用地
91,居住用地
92,居住用地
93,文化设施用地
94,居住用地
95,居住用地
96,商业服务业设施用地
97,居住用地
98,商业服务业设施用地
99,商业服务业设施用地
100,教育科研用地
101,居住用地
102,居住用地
103,居住用地
104,居住用地
105,居住用地
106,居住用地
107,居住用地
108,居住用地
109,商业服务业设施用地
110,商业服务业设施用地
111,居住用地
112,居住用地
113,居住用地
114,居住用地
115,居住用地
116,商业服务业设施用地
117,居住用地
118,商业服务业设施用地
119,居住用地
120,居住用地
121,居住用地
122,居住用地
123,商业服务业设施用地
124,居住用地
125,公共设施用地
126,居住用地
127,居住用地
128,居住用地
129,居住用地
130,居住用地
131,居住用地
132,居住用地
133,居住用地
134,居住用地
135,公园绿地
136,居住用地
137,居住用地
138,居住用地
139,居住用地
140,商业服务业设施用地
141,商业服务业设施用地
142,居住用地
143,居住用地
144,居住用地
145,居住用地
146,居住用地
147,居住用地
148,商业服务业设施用地
149,居住用地
150,居住用地
151,居住用地
152,居住用地
153,居住用地
154,居住用地
155,居住用地
156,居住用地
157,行政办公用地
158,居住用地
159,商业服务业设施用地
160,居住用地
161,居住用地
162,居住用地
163,居住用地
164,居住用地
165,居住用地
166,居住用地
167,公园绿地
168,居住用地
169,商业服务业设施用地
170,居住用地
171,居住用地
172,居住用地
173,居住用地
174,居住用地
175,居住用地
176,居住用地
177,居住用地
178,居住用地
179,居住用地
180,居住用地
181,居住用地
182,居住用地
183,居住用地
184,居住用地
185,居住用地
186,居住用地
187,居住用地
188,居住用地
189,居住用地
190,居住用地
191,居住用地
192,居住用地
193,医疗卫生用地
194,其他非建设用地
195,商业服务业设施用地
196,居住用地
197,居住用地
198,居住用地
199,居住用地
200,居住用地
201,居住用地
202,居住用地
203,水域
204,居住用地
205,居住用地
206,商业服务业设施用地
207,居住用地
208,居住用地
209,居住用地
210,商业服务业设施用地
211,居住用地
212,居住用地
213,公园绿地
214,居住用地
215,居住用地
216,教育科研用地
217,居住用地
218,居住用地
219,居住用地
220,居住用地
221,特殊用地
222,居住用地
223,居住用地
224,居住用地
225,居住用地
226,居住用地
227,医疗卫生用地
228,居住用地
229,居住用地
230,居住用地
231,居住用地
232,居住用地
233,居住用地
234,商业服务业设施用地
235,居住用地
236,居住用地
237,居住用地
238,居住用地
239,居住用地
240,工业用地
241,居住用地
242,居住用地
243,居住用地
244,工业用地
245,文化设施用地
246,居住用地
247,工业用地
248,居住用地
249,居住用地
250,工业用地
251,教育科研用地
252,交通设施用地
253,商业服务业设施用地
254,工业用地
255,工业用地
256,工业用地
257,居住用地
258,居住用地
259,居住用地
260,工业用地
261,工业用地
262,居住用地
263,居住用地
264,居住用地
265,行政办公用地
266,公共设施用地
267,居住用地
268,居住用地
269,居住用地
270,居住用地
271,居住用地
272,居住用地
273,公园绿地
274,居住用地
275,居住用地
276,居住用地
277,居住用地
278,居住用地
279,工业用地
280,居住用地
281,居住用地
282,居住用地
283,水域
284,水域
285,工业用地
286,工业用地
287,公园绿地
288,公园绿地
289,商业服务业设施用地
290,居住用地
